PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-100218,32,LANDING GEAR,AIRBUS,A319-100,YOK,15090,6420,,2520,12,5,0,4,2,1,12,6,42
PN-100219,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,12300,5280,,1570,3,1,0,2,0,0,0,3,9
PN-100220,24,ELECTRICAL POWER,AIRBUS,A330-200,VAR,5330,1760,180.0,340,3,2,1,0,1,3,0,2,12
PN-100221,32,LANDING GEAR,BOEING,737-900ER,YOK,21220,6330,,2350,83,13,0,11,9,3,6,46,171
PN-100222,71,POWER PLANT,AIRBUS,A321-200,YOK,280,150,,100,3,1,0,1,1,1,0,3,10
PN-100223,26,FIRE PROTECTION,AIRBUS,A321neo,YOK,3380,1620,,1600,0,0,0,1,0,0,0,0,1
PN-100224,71,POWER PLANT,AIRBUS,A320-200,YOK,1780,500,,380,2,1,0,1,0,1,0,1,6
PN-100225,28,FUEL,BOEING,737-800,VAR,1290,460,190.0,250,1,0,0,1,0,0,0,1,3
PN-100226,74,IGNITION,BOEING,737-900ER,YOK,190,140,,130,2,0,0,0,0,0,0,1,3
PN-100227,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,15490,6700,,4900,1,1,0,2,0,0,1,1,6
PN-100228,36,PNEUMATIC,AIRBUS,A321-200,VAR,4210,1480,350.0,430,1,1,0,0,0,0,0,1,3
PN-100229,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,VAR,4840,2290,1640.0,3000,1,0,0,0,0,0,0,0,1
PN-100230,34,NAVIGATION,AIRBUS,A319-100,YOK,3570,2570,,1420,11,3,0,3,6,0,2,3,28
PN-100231,76,ENGINE CONTROLS,AIRBUS,A321-200,VAR,1980,460,170.0,320,2,0,1,2,1,1,0,1,8
PN-100232,21,AIR CONDITIONING,AIRBUS,A330-300,VAR,1510,270,50.0,80,1,0,1,1,0,1,0,2,6
PN-100233,72,ENGINE,AIRBUS,A321-200,YOK,2110,520,,170,8,1,0,3,0,0,1,10,23
PN-100234,34,NAVIGATION,AIRBUS,A320neo,YOK,590,250,,240,3,3,0,1,0,1,1,1,10
PN-100235,71,POWER PLANT,AIRBUS,A321neo,YOK,5160,3210,,2830,4,0,0,0,0,1,1,3,9
PN-100236,56,WINDOWS,AIRBUS,A320-200,VAR,6750,4180,2630.0,4340,2,0,1,1,0,2,0,1,7
PN-100237,32,LANDING GEAR,AIRBUS,A330-200,YOK,27940,8440,,10210,7,0,0,1,0,0,1,3,12
PN-100238,29,HYDRAULIC POWER,BOEING,737-800,YOK,1050,250,,310,8,2,0,1,0,0,1,4,16
PN-100239,52,DOORS,AIRBUS,A330-300,YOK,650,220,,150,3,2,0,1,1,1,0,1,9
PN-100240,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,680,450,,80,1,1,0,1,2,1,1,2,9
PN-100241,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,YOK,20700,11890,,13050,3,1,0,1,0,0,0,2,7
PN-100242,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,3820,1110,350.0,630,2,1,7,2,2,2,2,2,20
PN-100243,52,DOORS,BOEING,737-900ER,VAR,3250,840,150.0,240,1,0,0,0,0,0,1,1,3
PN-100244,52,DOORS,AIRBUS,A321-200,YOK,3080,840,,270,2,1,0,1,1,0,0,1,6
PN-100245,23,COMMUNICATIONS,BOEING,737-900ER,YOK,2530,1100,,270,3,1,0,1,1,0,0,1,7
PN-100246,72,ENGINE,AIRBUS,A320neo,YOK,3410,1430,,830,3,0,0,1,1,0,0,2,7
PN-100247,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,4280,2880,,1530,1,1,0,0,0,0,0,1,3
PN-100248,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-200,YOK,13010,6040,,3010,2,1,0,1,0,0,0,2,6
PN-100249,22,AUTO FLIGHT,AIRBUS,A319-100,YOK,1720,910,,520,2,0,0,0,1,1,0,0,4
PN-100250,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,VAR,7040,3070,660.0,920,0,0,0,0,0,0,0,1,1
PN-100251,34,NAVIGATION,BOEING,737-800,YOK,4900,870,,1800,2,0,0,1,0,0,0,1,4
PN-100252,25,EQUIPMENT / FURNISHINGS,BOEING,737 MAX 8,VAR,3010,1440,490.0,720,3,1,0,1,0,0,0,1,6
PN-100253,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,20760,4550,3850.0,5470,10,3,2,2,1,1,3,6,28
PN-100254,56,WINDOWS,BOEING,777-300ER,VAR,55680,20200,12470.0,23150,2,0,0,1,0,1,1,1,6
PN-100255,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,12790,7790,,4030,0,0,0,0,0,0,0,1,1
PN-100256,56,WINDOWS,BOEING,737 MAX 8,YOK,1270,670,,310,2,0,0,1,0,1,0,3,7
PN-100257,23,COMMUNICATIONS,BOEING,737-800,YOK,2720,850,,680,1,0,0,1,0,0,0,1,3
PN-100258,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,10250,2680,,770,2,2,0,0,0,0,2,1,7
PN-100259,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A330-200,VAR,1790,680,730.0,1340,2,1,1,1,1,0,0,2,8
PN-100260,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,2200,680,310.0,650,3,1,0,1,1,0,1,0,7
PN-100261,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,VAR,520,160,70.0,130,2,0,1,0,0,0,0,1,4
PN-100262,28,FUEL,AIRBUS,A320-200,VAR,1500,390,80.0,150,1,2,1,0,1,0,1,1,7
PN-100263,79,OIL,AIRBUS,A321-200,YOK,7540,1230,,630,4,1,0,5,4,1,1,6,22
PN-100264,80,STARTING,AIRBUS,A320-200,VAR,260,60,50.0,50,2,1,1,1,1,0,1,0,7
PN-100265,49,AIRBORNE AUXILIARY POWER (APU),BOEING,777-F,YOK,12240,6580,,1740,3,1,0,4,2,6,0,6,22
PN-100266,32,LANDING GEAR,AIRBUS,A321neo,YOK,15590,8660,,6070,6,2,0,3,1,1,2,9,24
PN-100267,30,ICE & RAIN PROTECTION,BOEING,737-800,VAR,20580,15040,2170.0,4310,3,0,1,1,0,1,0,3,9
PN-100268,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,YOK,12240,4960,,1250,1,0,0,0,0,0,0,1,2
PN-100269,49,AIRBORNE AUXILIARY POWER (APU),BOEING,787-9,YOK,4570,2470,,910,9,2,0,3,2,0,2,4,22
PN-100270,28,FUEL,AIRBUS,A320-200,YOK,270,130,,80,1,1,0,1,0,0,0,1,4
PN-100271,21,AIR CONDITIONING,BOEING,737-900ER,VAR,330,110,50.0,50,6,1,0,1,1,1,0,4,14
PN-100272,24,ELECTRICAL POWER,BOEING,777-300ER,VAR,2340,790,260.0,510,2,1,0,0,0,0,0,0,3
PN-100273,79,OIL,AIRBUS,A319-100,YOK,420,210,,190,1,0,0,1,0,0,0,0,2
PN-100274,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,7970,5170,,3740,12,7,0,6,2,1,2,5,35
PN-100275,34,NAVIGATION,AIRBUS,A321-200,VAR,5310,2640,4220.0,5310,1,0,0,0,0,1,0,1,3
PN-100276,34,NAVIGATION,BOEING,737-800,YOK,3800,870,,820,11,1,0,0,0,2,2,3,19
PN-100277,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-200,YOK,2860,1530,,400,3,0,0,3,1,1,0,1,9
PN-100278,22,AUTO FLIGHT,AIRBUS,A320neo,YOK,28630,4720,,3770,1,1,0,0,0,0,1,1,4
PN-100279,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,6750,3820,610.0,1250,2,1,1,0,0,0,0,1,5
PN-100280,28,FUEL,AIRBUS,A320-200,YOK,2580,970,,550,1,0,0,0,0,0,0,1,2
PN-100281,34,NAVIGATION,AIRBUS,A320-200,VAR,920,260,120.0,190,3,1,0,0,1,1,0,1,7
PN-100282,56,WINDOWS,AIRBUS,A350-900,YOK,260,60,,50,1,0,0,0,0,0,0,0,1
PN-100283,34,NAVIGATION,AIRBUS,A321-200,YOK,4160,2870,,2530,1,1,0,0,1,1,0,1,5
PN-100284,32,LANDING GEAR,AIRBUS,A320neo,YOK,19650,9820,,19310,8,1,0,5,3,2,0,5,24
PN-100285,79,OIL,BOEING,737-800,VAR,6500,2880,1900.0,2840,3,1,1,0,1,0,0,2,8
PN-100286,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,540,320,,200,1,0,0,0,0,0,0,0,1
PN-100287,36,PNEUMATIC,AIRBUS,A330-200,YOK,222810,81110,,28260,6,0,0,1,0,1,1,2,11
PN-100288,36,PNEUMATIC,BOEING,777-300ER,YOK,500,190,,180,2,0,0,1,0,0,1,1,5
PN-100289,34,NAVIGATION,AIRBUS,A321-200,YOK,9290,2730,,4350,2,1,0,0,0,0,0,1,4
PN-100290,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,VAR,35840,12900,17970.0,29080,2,5,1,1,3,0,1,3,16
PN-100291,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,6730,2080,,840,2,1,0,1,0,0,1,1,6
PN-100292,79,OIL,BOEING,737-800,YOK,220,100,,80,1,0,0,0,0,1,0,0,2
PN-100293,29,HYDRAULIC POWER,BOEING,787-9,VAR,3780,1540,540.0,860,21,5,1,6,0,6,3,5,47
PN-100294,36,PNEUMATIC,BOEING,737 MAX 8,VAR,7700,2300,1380.0,1720,3,0,0,0,1,0,0,1,5
PN-100295,35,OXYGEN,AIRBUS,A330-300,YOK,1520,430,,100,1,0,0,1,0,0,0,1,3
PN-100296,76,ENGINE CONTROLS,AIRBUS,A350-900,YOK,440,240,,130,2,0,0,0,0,0,1,1,4
PN-100297,32,LANDING GEAR,AIRBUS,A321-200,YOK,920,690,,340,18,2,0,3,1,0,1,5,30
PN-100298,28,FUEL,BOEING,737-800,YOK,9950,6860,,2560,2,0,0,0,0,0,1,1,4
PN-100299,21,AIR CONDITIONING,BOEING,737-900ER,VAR,5760,3640,2050.0,3230,0,0,1,0,0,0,0,1,2
PN-100300,30,ICE & RAIN PROTECTION,BOEING,787-9,VAR,3740,1820,400.0,710,1,0,0,0,0,0,1,1,3
PN-100301,74,IGNITION,AIRBUS,A330-200,YOK,3380,1220,,620,4,0,0,5,2,0,0,4,15
PN-100302,21,AIR CONDITIONING,AIRBUS,A320-200,YOK,1310,330,,250,7,2,0,2,2,1,0,2,16
PN-100303,77,ENGINE INDICATING,AIRBUS,A330-300,VAR,14850,8770,2650.0,4770,1,0,1,0,0,1,0,2,5
PN-100304,36,PNEUMATIC,AIRBUS,A320-200,VAR,12100,1690,1540.0,2970,6,1,1,2,2,2,2,2,18
PN-100305,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,1800,960,100.0,190,5,2,1,1,1,0,1,5,16
PN-100306,28,FUEL,AIRBUS,A321-200,VAR,5560,940,440.0,680,1,1,1,0,0,1,0,1,5
PN-100307,36,PNEUMATIC,BOEING,737-800,VAR,8170,3610,1040.0,2050,1,1,0,0,0,1,0,1,4
PN-100308,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,920,350,190.0,310,4,1,1,1,1,0,1,3,12
PN-100309,23,COMMUNICATIONS,AIRBUS,A320-200,YOK,1910,940,,1000,1,0,0,0,0,0,0,1,2
PN-100310,56,WINDOWS,AIRBUS,A319-100,VAR,1250,380,160.0,220,1,1,1,0,0,0,0,1,4
PN-100311,56,WINDOWS,BOEING,737 MAX 8,YOK,2230,1390,,450,2,1,0,1,0,1,0,0,5
PN-100312,24,ELECTRICAL POWER,BOEING,737-800,YOK,950,390,,270,0,1,0,0,0,0,0,1,2
PN-100313,28,FUEL,AIRBUS,A319-100,VAR,4720,2260,2830.0,4340,2,1,1,0,0,1,0,1,6
PN-100314,27,FLIGHT CONTROLS,AIRBUS,A319-100,YOK,5050,1680,,810,2,0,0,2,0,2,0,0,6
PN-100315,56,WINDOWS,AIRBUS,A330-300,YOK,9190,3090,,1780,3,1,0,1,1,1,1,1,9
PN-100316,71,POWER PLANT,AIRBUS,A321-200,YOK,3140,1390,,3050,1,0,0,0,0,0,0,0,1
PN-100317,71,POWER PLANT,AIRBUS,A330-300,YOK,19330,5100,,1180,2,2,0,0,0,0,0,1,5
PN-100318,79,OIL,AIRBUS,A321neo,YOK,19670,10200,,6450,3,0,0,0,0,0,0,1,4
PN-100319,72,ENGINE,BOEING,777-300ER,YOK,1990,730,,300,15,1,0,5,1,1,2,3,28
PN-100320,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,360,260,,190,4,0,0,2,0,0,1,2,9
PN-100321,23,COMMUNICATIONS,BOEING,737-800,VAR,110,50,50.0,50,6,4,7,3,2,1,2,1,26
PN-100322,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,YOK,11010,3750,,2560,5,1,0,1,4,0,1,3,15
PN-100323,77,ENGINE INDICATING,BOEING,777-F,YOK,1180,430,,270,2,1,0,1,0,0,0,0,4
PN-100324,80,STARTING,BOEING,787-9,YOK,500,110,,180,2,0,0,2,0,1,1,2,8
PN-100325,26,FIRE PROTECTION,BOEING,737-800,YOK,980,350,,100,2,1,0,0,0,0,0,0,3
PN-100326,27,FLIGHT CONTROLS,AIRBUS,A321neo,VAR,710,330,120.0,170,8,3,0,2,2,1,0,0,16
PN-100327,21,AIR CONDITIONING,AIRBUS,A320neo,VAR,11400,5120,760.0,1270,1,0,0,0,0,0,0,1,2
PN-100328,24,ELECTRICAL POWER,BOEING,737 MAX 8,VAR,1040,410,160.0,220,2,0,1,0,0,0,0,1,4
PN-100329,36,PNEUMATIC,BOEING,737-800,YOK,4220,2120,,1270,2,1,0,2,1,0,1,1,8
PN-100330,36,PNEUMATIC,AIRBUS,A320neo,YOK,7150,2970,,1200,6,1,0,2,1,2,0,4,16
PN-100331,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,1020,310,,140,1,0,0,0,0,0,0,0,1
PN-100332,29,HYDRAULIC POWER,AIRBUS,A321neo,VAR,3890,2300,1040.0,1410,11,4,2,2,0,1,2,9,31
PN-100333,74,IGNITION,BOEING,737 MAX 8,YOK,5490,2460,,3980,2,0,0,0,0,0,1,1,4
PN-100334,32,LANDING GEAR,BOEING,737-800,YOK,550,190,,50,1,0,0,1,0,0,0,0,2
PN-100335,74,IGNITION,BOEING,737-800,VAR,250,160,50.0,50,1,0,0,0,0,0,0,0,1
PN-100336,80,STARTING,BOEING,737-800,YOK,6650,5240,,1310,1,0,0,1,0,0,0,0,2
PN-100337,29,HYDRAULIC POWER,AIRBUS,A320neo,YOK,3910,1980,,470,3,1,0,2,0,0,2,1,9
PN-100338,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,400,150,,50,1,0,0,1,0,0,0,1,3
PN-100339,79,OIL,AIRBUS,A319-100,VAR,2740,1960,590.0,1000,3,1,2,1,1,1,2,1,12
PN-100340,52,DOORS,BOEING,737-900ER,YOK,10930,4090,,2500,2,0,0,0,0,0,0,1,3
PN-100341,28,FUEL,AIRBUS,A321neo,VAR,640,300,130.0,200,1,0,0,0,0,0,0,1,2
PN-100342,52,DOORS,AIRBUS,A321neo,YOK,200,150,,200,1,0,0,1,0,0,0,1,3
PN-100343,35,OXYGEN,AIRBUS,A320neo,VAR,440,200,60.0,90,1,1,0,1,0,0,0,1,4
PN-100344,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,2270,890,,410,3,0,0,1,1,0,0,2,7
PN-100345,27,FLIGHT CONTROLS,AIRBUS,A330-300,YOK,270,60,,50,2,1,0,0,0,0,0,1,4
PN-100346,80,STARTING,AIRBUS,A320neo,YOK,910,250,,270,6,0,0,3,0,1,2,3,15
PN-100347,79,OIL,AIRBUS,A320-200,VAR,2250,930,380.0,560,1,1,0,1,0,0,0,1,4
PN-100348,25,EQUIPMENT / FURNISHINGS,BOEING,737-900ER,YOK,5780,3950,,2690,1,0,0,0,0,0,0,1,2
PN-100349,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,YOK,160,70,,50,1,0,0,1,0,0,0,1,3
PN-100350,35,OXYGEN,AIRBUS,A321-200,YOK,3070,1890,,690,5,0,0,1,2,0,0,2,10
PN-100351,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,2620,570,,650,3,1,0,0,0,0,0,1,5
PN-100352,28,FUEL,BOEING,737 MAX 8,YOK,2780,1360,,1210,1,0,0,1,0,0,1,1,4
PN-100353,32,LANDING GEAR,AIRBUS,A321-200,VAR,4770,2540,640.0,870,11,0,2,1,1,1,1,7,24
PN-100354,80,STARTING,BOEING,737-800,VAR,54150,14470,7560.0,11440,16,3,1,6,2,3,7,8,46
PN-100355,80,STARTING,BOEING,777-300ER,YOK,3560,720,,210,2,1,0,1,1,0,1,2,8
PN-100356,24,ELECTRICAL POWER,BOEING,737-800,YOK,5920,2770,,3100,4,5,0,5,2,0,1,8,25
PN-100357,77,ENGINE INDICATING,AIRBUS,A321neo,YOK,1230,610,,470,6,2,0,2,0,1,1,3,15
PN-100358,23,COMMUNICATIONS,BOEING,737-800,VAR,170,100,50.0,50,1,0,0,0,1,0,0,1,3
PN-100359,72,ENGINE,AIRBUS,A321neo,YOK,1540,610,,230,5,1,0,2,0,1,0,3,12
PN-100360,74,IGNITION,AIRBUS,A321neo,YOK,740,260,,220,1,0,0,0,0,0,0,0,1
PN-100361,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,1640,970,,480,1,2,0,0,0,0,1,1,5
PN-100362,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,2690,1560,,430,1,0,0,1,0,0,0,0,2
PN-100363,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,2690,1070,,420,1,0,0,2,0,0,0,1,4
PN-100364,24,ELECTRICAL POWER,AIRBUS,A321neo,YOK,17490,5180,,9460,2,0,0,1,0,0,0,1,4
PN-100365,35,OXYGEN,AIRBUS,A320-200,YOK,4180,1860,,1520,2,0,0,0,1,0,0,0,3
PN-100366,34,NAVIGATION,AIRBUS,A321neo,YOK,630,350,,230,3,1,0,1,3,0,1,2,11
PN-100367,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,5420,3450,,960,4,1,0,1,0,0,0,2,8
PN-100368,21,AIR CONDITIONING,BOEING,777-300ER,VAR,3470,1910,710.0,1100,1,0,0,0,0,0,0,0,1
PN-100369,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,470,200,,180,1,1,0,1,0,0,0,1,4
PN-100370,29,HYDRAULIC POWER,AIRBUS,A350-900,YOK,2400,1370,,640,1,0,0,0,0,0,0,1,2
PN-100371,56,WINDOWS,AIRBUS,A321neo,VAR,1160,310,160.0,260,1,0,0,1,1,0,0,2,5
PN-100372,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,VAR,460,160,120.0,200,3,1,2,1,0,1,0,1,9
PN-100373,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,YOK,3000,1920,,1750,2,0,0,2,0,1,1,1,7
PN-100374,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,4780,1820,,450,2,0,0,0,0,0,0,1,3
PN-100375,23,COMMUNICATIONS,AIRBUS,A320neo,VAR,410,200,50.0,60,2,2,0,1,0,0,0,1,6
PN-100376,72,ENGINE,AIRBUS,A320neo,YOK,8500,3940,,780,1,2,0,1,2,1,0,1,8
PN-100377,72,ENGINE,AIRBUS,A321neo,YOK,3770,470,,290,2,1,0,0,0,0,0,1,4
PN-100378,30,ICE & RAIN PROTECTION,AIRBUS,A330-200,VAR,1420,840,580.0,730,3,1,0,1,1,0,2,2,10
PN-100379,27,FLIGHT CONTROLS,AIRBUS,A319-100,VAR,1550,760,590.0,1060,6,0,0,1,1,0,2,5,15
PN-100380,21,AIR CONDITIONING,AIRBUS,A320-200,VAR,200,90,50.0,60,7,1,0,3,1,2,0,3,17
PN-100381,79,OIL,AIRBUS,A320-200,YOK,350,240,,350,2,0,0,1,0,0,1,0,4
PN-100382,79,OIL,AIRBUS,A330-300,YOK,2710,1300,,1190,7,0,0,5,1,1,0,5,19
PN-100383,27,FLIGHT CONTROLS,AIRBUS,A321-200,YOK,1180,600,,450,2,1,0,1,0,1,0,0,5
PN-100384,21,AIR CONDITIONING,AIRBUS,A330-300,VAR,16470,4000,1950.0,2370,7,1,2,0,1,0,0,2,13
PN-100385,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,160,80,50.0,50,3,0,0,0,1,0,0,1,5
PN-100386,22,AUTO FLIGHT,AIRBUS,A319-100,YOK,1970,1370,,600,2,1,0,0,0,0,0,2,5
PN-100387,74,IGNITION,BOEING,777-F,YOK,670,180,,50,1,0,0,0,0,0,0,0,1
PN-100388,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,7080,3090,,1950,2,0,0,1,0,0,0,1,4
PN-100389,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,2060,620,,520,3,1,0,2,0,0,0,3,9
PN-100390,72,ENGINE,AIRBUS,A320-200,YOK,1280,720,,1260,2,1,0,0,2,1,0,2,8
PN-100391,25,EQUIPMENT / FURNISHINGS,BOEING,787-9,YOK,4260,3220,,1300,6,1,0,3,2,3,0,7,22
PN-100392,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,YOK,4660,2820,,1050,1,0,0,0,0,0,0,1,2
PN-100393,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,YOK,5410,2420,,1400,2,1,0,0,0,1,1,0,5
PN-100394,71,POWER PLANT,BOEING,787-9,YOK,610,260,,300,1,0,0,0,1,0,0,1,3
PN-100395,76,ENGINE CONTROLS,AIRBUS,A320-200,VAR,4650,1870,470.0,880,2,1,0,0,0,0,0,1,4
PN-100396,22,AUTO FLIGHT,BOEING,787-9,YOK,230,120,,50,4,4,0,1,1,0,1,4,15
PN-100397,26,FIRE PROTECTION,AIRBUS,A320neo,YOK,830,500,,140,3,2,0,4,0,0,1,4,14
PN-100398,28,FUEL,AIRBUS,A350-900,YOK,700,200,,400,0,0,0,1,1,1,0,1,4
PN-100399,29,HYDRAULIC POWER,AIRBUS,A321neo,VAR,120,50,50.0,50,2,1,0,0,1,0,0,1,5
PN-100400,80,STARTING,AIRBUS,A321-200,YOK,1060,310,,160,0,0,0,1,0,0,0,1,2
PN-100401,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,6150,3810,,1490,11,1,0,6,1,1,1,5,26
PN-100402,29,HYDRAULIC POWER,AIRBUS,A320-200,YOK,5090,3190,,4070,11,1,0,5,1,2,0,4,24
PN-100403,80,STARTING,BOEING,787-9,VAR,8180,2560,730.0,1400,3,1,0,0,1,0,0,1,6
PN-100404,34,NAVIGATION,AIRBUS,A321-200,YOK,5130,2310,,1650,1,1,0,0,0,0,0,0,2
PN-100405,35,OXYGEN,BOEING,737-800,VAR,1480,940,260.0,340,1,0,0,0,0,0,0,0,1
PN-100406,32,LANDING GEAR,BOEING,787-9,YOK,420,80,,100,5,1,0,2,0,0,1,3,12
PN-100407,24,ELECTRICAL POWER,AIRBUS,A319-100,VAR,25130,10720,2340.0,3810,4,1,1,1,3,1,0,2,13
PN-100408,79,OIL,BOEING,777-300ER,VAR,100,60,50.0,50,0,0,1,0,0,0,0,0,1
PN-100409,21,AIR CONDITIONING,AIRBUS,A330-300,VAR,3040,1040,890.0,1440,1,0,1,1,1,0,0,2,6
PN-100410,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,340,230,50.0,60,4,0,2,3,2,4,2,2,19
PN-100411,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,4510,2470,,1460,2,0,0,1,0,0,0,0,3
PN-100412,28,FUEL,AIRBUS,A330-200,VAR,4010,2000,460.0,660,12,1,4,1,2,0,1,4,25
PN-100413,24,ELECTRICAL POWER,BOEING,737-800,YOK,3500,1000,,420,4,2,0,2,3,1,0,3,15
PN-100414,21,AIR CONDITIONING,AIRBUS,A321neo,YOK,1130,270,,240,1,1,0,1,0,0,0,0,3
PN-100415,56,WINDOWS,AIRBUS,A320-200,YOK,1910,860,,700,1,0,0,1,0,0,0,1,3
PN-100416,80,STARTING,AIRBUS,A320neo,VAR,490,110,60.0,70,3,1,0,1,0,0,0,1,6
PN-100417,24,ELECTRICAL POWER,BOEING,737 MAX 8,VAR,460,290,100.0,150,1,1,0,0,0,0,0,1,3
PN-100418,28,FUEL,AIRBUS,A319-100,VAR,5820,2120,1010.0,1410,1,0,0,0,1,0,0,1,3
PN-100419,35,OXYGEN,BOEING,737-800,YOK,1270,650,,590,6,1,0,3,2,1,0,1,14
PN-100420,79,OIL,BOEING,787-9,YOK,9780,3590,,880,1,0,0,1,0,0,0,1,3
PN-100421,71,POWER PLANT,AIRBUS,A319-100,VAR,54620,28600,7620.0,12300,8,1,2,3,2,0,2,1,19
PN-100422,72,ENGINE,AIRBUS,A320-200,YOK,4160,680,,1320,4,1,0,0,0,0,1,2,8
PN-100423,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,930,340,,280,3,0,0,2,0,0,1,2,8
PN-100424,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,YOK,870,270,,340,3,1,0,2,0,2,1,1,10
PN-100425,26,FIRE PROTECTION,AIRBUS,A330-300,VAR,10420,6380,3920.0,6590,1,0,0,0,0,0,0,1,2
PN-100426,76,ENGINE CONTROLS,BOEING,737-800,YOK,4400,2180,,2080,3,1,0,4,1,0,0,1,10
PN-100427,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-300,YOK,1940,650,,600,1,0,0,0,0,0,0,0,1
PN-100428,21,AIR CONDITIONING,AIRBUS,A321-200,YOK,2220,1180,,760,3,3,0,2,1,0,0,2,11
PN-100429,71,POWER PLANT,BOEING,737-800,VAR,1230,480,110.0,130,1,0,0,0,0,0,0,0,1
PN-100430,23,COMMUNICATIONS,AIRBUS,A330-300,YOK,1280,680,,400,1,0,0,0,0,1,1,1,4
PN-100431,72,ENGINE,AIRBUS,A320neo,YOK,29720,12510,,3480,12,2,0,4,1,0,0,6,25
PN-100432,74,IGNITION,AIRBUS,A330-300,YOK,100,50,,50,4,1,0,0,1,0,0,2,8
PN-100433,24,ELECTRICAL POWER,BOEING,777-300ER,YOK,23020,8830,,4800,1,0,0,1,0,0,0,1,3
PN-100434,32,LANDING GEAR,BOEING,737-800,VAR,4840,1350,480.0,730,2,0,0,0,0,0,1,1,4
PN-100435,24,ELECTRICAL POWER,AIRBUS,A321neo,YOK,13400,7550,,1580,1,0,0,1,0,1,1,0,4
PN-100436,36,PNEUMATIC,AIRBUS,A321-200,YOK,330,140,,110,2,1,0,1,1,0,0,1,6
PN-100437,79,OIL,AIRBUS,A320-200,VAR,340,260,230.0,310,1,0,0,0,0,0,0,0,1
PN-100438,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,580,290,,260,2,0,0,1,0,0,0,2,5
PN-100439,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,VAR,1570,280,170.0,250,2,0,3,0,0,0,1,2,8
PN-100440,80,STARTING,BOEING,787-9,YOK,2500,1250,,990,2,0,0,1,0,1,0,1,5
