PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,YURTICI_TAT_GUN,YURTDISI_TAT_GUN,SATINALMA_TAT_GUN,KRITIKLIK_DURUMU,YIL,CEYREK,DONEM,THY_TALEP_ADET,POOL_TALEP_ADET,SCRAP_ADET
PN-100048,56,WINDOWS,AIRBUS,A321-200,YOK,,45,51,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,1,2
PN-100048,56,WINDOWS,AIRBUS,A321-200,YOK,,45,51,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,4,1
PN-100049,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,47,31,KRİTİK,2025,Q1,2025-Q1,4,0,0
PN-100049,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,47,31,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100049,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,47,31,KRİTİK,2025,Q3,2025-Q3,4,2,0
PN-100049,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,47,31,KRİTİK,2025,Q4,2025-Q4,1,1,1
PN-100050,72,ENGINE,AIRBUS,A330-300,YOK,,65,32,AOG KRİTİK,2025,Q1,2025-Q1,1,2,0
PN-100050,72,ENGINE,AIRBUS,A330-300,YOK,,65,32,AOG KRİTİK,2025,Q2,2025-Q2,1,2,0
PN-100050,72,ENGINE,AIRBUS,A330-300,YOK,,65,32,AOG KRİTİK,2025,Q3,2025-Q3,8,0,0
PN-100050,72,ENGINE,AIRBUS,A330-300,YOK,,65,32,AOG KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100051,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,,30,39,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,1
PN-100051,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,,30,39,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100051,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,,30,39,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,1
PN-100051,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,,30,39,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-100052,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,22,37,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100052,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,22,37,KRİTİK DEĞİL,2025,Q2,2025-Q2,5,1,1
PN-100052,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,22,37,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,1,0
PN-100052,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,22,37,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-100053,34,NAVIGATION,BOEING,777-F,VAR,13.0,34,95,KRİTİK,2025,Q1,2025-Q1,9,2,2
PN-100053,34,NAVIGATION,BOEING,777-F,VAR,13.0,34,95,KRİTİK,2025,Q2,2025-Q2,10,2,0
PN-100053,34,NAVIGATION,BOEING,777-F,VAR,13.0,34,95,KRİTİK,2025,Q3,2025-Q3,13,1,2
PN-100053,34,NAVIGATION,BOEING,777-F,VAR,13.0,34,95,KRİTİK,2025,Q4,2025-Q4,7,5,2
PN-100054,34,NAVIGATION,AIRBUS,A321-200,VAR,4.0,84,57,KRİTİK,2025,Q1,2025-Q1,1,2,0
PN-100054,34,NAVIGATION,AIRBUS,A321-200,VAR,4.0,84,57,KRİTİK,2025,Q2,2025-Q2,4,3,1
PN-100054,34,NAVIGATION,AIRBUS,A321-200,VAR,4.0,84,57,KRİTİK,2025,Q3,2025-Q3,8,3,1
PN-100054,34,NAVIGATION,AIRBUS,A321-200,VAR,4.0,84,57,KRİTİK,2025,Q4,2025-Q4,7,4,0
PN-100055,22,AUTO FLIGHT,BOEING,737-800,YOK,,28,12,KRİTİK DEĞİL,2025,Q1,2025-Q1,6,0,1
PN-100055,22,AUTO FLIGHT,BOEING,737-800,YOK,,28,12,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,2,0
PN-100055,22,AUTO FLIGHT,BOEING,737-800,YOK,,28,12,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,0,1
PN-100055,22,AUTO FLIGHT,BOEING,737-800,YOK,,28,12,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-100056,36,PNEUMATIC,AIRBUS,A319-100,VAR,11.0,38,47,KRİTİK,2025,Q1,2025-Q1,3,0,0
PN-100056,36,PNEUMATIC,AIRBUS,A319-100,VAR,11.0,38,47,KRİTİK,2025,Q2,2025-Q2,2,2,2
PN-100056,36,PNEUMATIC,AIRBUS,A319-100,VAR,11.0,38,47,KRİTİK,2025,Q3,2025-Q3,6,3,1
PN-100056,36,PNEUMATIC,AIRBUS,A319-100,VAR,11.0,38,47,KRİTİK,2025,Q4,2025-Q4,3,1,0
PN-100057,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,YOK,,16,42,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100057,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,YOK,,16,42,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-100057,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,YOK,,16,42,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100057,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,YOK,,16,42,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-100058,72,ENGINE,AIRBUS,A321neo,VAR,9.0,41,103,KRİTİK,2025,Q1,2025-Q1,2,0,1
PN-100058,72,ENGINE,AIRBUS,A321neo,VAR,9.0,41,103,KRİTİK,2025,Q2,2025-Q2,1,3,3
PN-100058,72,ENGINE,AIRBUS,A321neo,VAR,9.0,41,103,KRİTİK,2025,Q3,2025-Q3,0,1,0
PN-100058,72,ENGINE,AIRBUS,A321neo,VAR,9.0,41,103,KRİTİK,2025,Q4,2025-Q4,0,1,0
PN-100059,56,WINDOWS,AIRBUS,A319-100,YOK,,32,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,2,0
PN-100059,56,WINDOWS,AIRBUS,A319-100,YOK,,32,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100059,56,WINDOWS,AIRBUS,A319-100,YOK,,32,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-100059,56,WINDOWS,AIRBUS,A319-100,YOK,,32,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,3
PN-100060,77,ENGINE INDICATING,AIRBUS,A350-900,VAR,7.0,45,57,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-100060,77,ENGINE INDICATING,AIRBUS,A350-900,VAR,7.0,45,57,KRİTİK,2025,Q2,2025-Q2,2,1,1
PN-100060,77,ENGINE INDICATING,AIRBUS,A350-900,VAR,7.0,45,57,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-100060,77,ENGINE INDICATING,AIRBUS,A350-900,VAR,7.0,45,57,KRİTİK,2025,Q4,2025-Q4,0,1,1
PN-100061,72,ENGINE,BOEING,737-800,YOK,,44,38,AOG KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-100061,72,ENGINE,BOEING,737-800,YOK,,44,38,AOG KRİTİK,2025,Q2,2025-Q2,2,1,0
PN-100061,72,ENGINE,BOEING,737-800,YOK,,44,38,AOG KRİTİK,2025,Q3,2025-Q3,2,0,0
PN-100061,72,ENGINE,BOEING,737-800,YOK,,44,38,AOG KRİTİK,2025,Q4,2025-Q4,4,1,1
PN-100062,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,23,36,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-100062,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,23,36,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100062,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,23,36,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100062,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,,23,36,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-100063,80,STARTING,AIRBUS,A330-200,VAR,6.0,32,20,KRİTİK,2025,Q1,2025-Q1,4,0,0
PN-100063,80,STARTING,AIRBUS,A330-200,VAR,6.0,32,20,KRİTİK,2025,Q2,2025-Q2,0,0,0
PN-100063,80,STARTING,AIRBUS,A330-200,VAR,6.0,32,20,KRİTİK,2025,Q3,2025-Q3,1,0,0
PN-100063,80,STARTING,AIRBUS,A330-200,VAR,6.0,32,20,KRİTİK,2025,Q4,2025-Q4,1,1,0
PN-100064,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A350-900,YOK,,37,17,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100064,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A350-900,YOK,,37,17,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100064,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A350-900,YOK,,37,17,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-100064,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A350-900,YOK,,37,17,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-100065,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,31,60,AOG KRİTİK,2025,Q1,2025-Q1,3,1,0
PN-100065,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,31,60,AOG KRİTİK,2025,Q2,2025-Q2,4,0,1
PN-100065,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,31,60,AOG KRİTİK,2025,Q3,2025-Q3,2,1,1
PN-100065,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,31,60,AOG KRİTİK,2025,Q4,2025-Q4,1,1,0
PN-100066,77,ENGINE INDICATING,AIRBUS,A319-100,YOK,,30,33,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100066,77,ENGINE INDICATING,AIRBUS,A319-100,YOK,,30,33,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100066,77,ENGINE INDICATING,AIRBUS,A319-100,YOK,,30,33,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-100066,77,ENGINE INDICATING,AIRBUS,A319-100,YOK,,30,33,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,1
PN-100067,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,55,17,KRİTİK DEĞİL,2025,Q1,2025-Q1,5,0,0
PN-100067,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,55,17,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-100067,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,55,17,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-100067,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,55,17,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,3,0
PN-100068,22,AUTO FLIGHT,BOEING,737-800,YOK,,32,50,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,1
PN-100068,22,AUTO FLIGHT,BOEING,737-800,YOK,,32,50,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100068,22,AUTO FLIGHT,BOEING,737-800,YOK,,32,50,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,0
PN-100068,22,AUTO FLIGHT,BOEING,737-800,YOK,,32,50,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100069,34,NAVIGATION,BOEING,787-9,VAR,5.0,48,10,KRİTİK DEĞİL,2025,Q1,2025-Q1,6,3,1
PN-100069,34,NAVIGATION,BOEING,787-9,VAR,5.0,48,10,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,3,2
PN-100069,34,NAVIGATION,BOEING,787-9,VAR,5.0,48,10,KRİTİK DEĞİL,2025,Q3,2025-Q3,10,3,3
PN-100069,34,NAVIGATION,BOEING,787-9,VAR,5.0,48,10,KRİTİK DEĞİL,2025,Q4,2025-Q4,5,8,3
PN-100070,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,,41,25,KRİTİK DEĞİL,2025,Q1,2025-Q1,6,0,0
PN-100070,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,,41,25,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100070,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,,41,25,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,0,0
PN-100070,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,,41,25,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-100071,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,25,13,KRİTİK,2025,Q1,2025-Q1,2,0,0
PN-100071,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,25,13,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100071,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,25,13,KRİTİK,2025,Q3,2025-Q3,5,0,2
PN-100071,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,25,13,KRİTİK,2025,Q4,2025-Q4,4,0,1
PN-100072,34,NAVIGATION,BOEING,737-800,YOK,,36,63,KRİTİK,2025,Q1,2025-Q1,4,0,1
PN-100072,34,NAVIGATION,BOEING,737-800,YOK,,36,63,KRİTİK,2025,Q2,2025-Q2,6,0,0
PN-100072,34,NAVIGATION,BOEING,737-800,YOK,,36,63,KRİTİK,2025,Q3,2025-Q3,2,0,0
PN-100072,34,NAVIGATION,BOEING,737-800,YOK,,36,63,KRİTİK,2025,Q4,2025-Q4,1,0,0
PN-100073,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,,48,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,1
PN-100073,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,,48,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-100073,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,,48,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100073,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,,48,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-100074,56,WINDOWS,AIRBUS,A330-300,YOK,,67,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,0
PN-100074,56,WINDOWS,AIRBUS,A330-300,YOK,,67,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,2,1
PN-100074,56,WINDOWS,AIRBUS,A330-300,YOK,,67,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-100074,56,WINDOWS,AIRBUS,A330-300,YOK,,67,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-100075,34,NAVIGATION,AIRBUS,A350-900,YOK,,31,40,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100075,34,NAVIGATION,AIRBUS,A350-900,YOK,,31,40,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100075,34,NAVIGATION,AIRBUS,A350-900,YOK,,31,40,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,3,1
PN-100075,34,NAVIGATION,AIRBUS,A350-900,YOK,,31,40,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100076,29,HYDRAULIC POWER,BOEING,737-800,VAR,8.0,43,58,AOG KRİTİK,2025,Q1,2025-Q1,5,1,1
PN-100076,29,HYDRAULIC POWER,BOEING,737-800,VAR,8.0,43,58,AOG KRİTİK,2025,Q2,2025-Q2,2,2,0
PN-100076,29,HYDRAULIC POWER,BOEING,737-800,VAR,8.0,43,58,AOG KRİTİK,2025,Q3,2025-Q3,1,0,1
PN-100076,29,HYDRAULIC POWER,BOEING,737-800,VAR,8.0,43,58,AOG KRİTİK,2025,Q4,2025-Q4,3,1,1
PN-100077,26,FIRE PROTECTION,BOEING,737 MAX 8,VAR,8.0,50,40,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100077,26,FIRE PROTECTION,BOEING,737 MAX 8,VAR,8.0,50,40,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100077,26,FIRE PROTECTION,BOEING,737 MAX 8,VAR,8.0,50,40,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,1
PN-100077,26,FIRE PROTECTION,BOEING,737 MAX 8,VAR,8.0,50,40,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100078,36,PNEUMATIC,AIRBUS,A320-200,VAR,6.0,60,47,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,1,0
PN-100078,36,PNEUMATIC,AIRBUS,A320-200,VAR,6.0,60,47,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,1
PN-100078,36,PNEUMATIC,AIRBUS,A320-200,VAR,6.0,60,47,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,2,3
PN-100078,36,PNEUMATIC,AIRBUS,A320-200,VAR,6.0,60,47,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,1,0
PN-100079,56,WINDOWS,BOEING,777-300ER,VAR,6.0,29,25,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-100079,56,WINDOWS,BOEING,777-300ER,VAR,6.0,29,25,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100079,56,WINDOWS,BOEING,777-300ER,VAR,6.0,29,25,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-100079,56,WINDOWS,BOEING,777-300ER,VAR,6.0,29,25,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100080,79,OIL,AIRBUS,A319-100,VAR,7.0,39,53,KRİTİK,2025,Q1,2025-Q1,3,0,1
PN-100080,79,OIL,AIRBUS,A319-100,VAR,7.0,39,53,KRİTİK,2025,Q2,2025-Q2,3,2,1
PN-100080,79,OIL,AIRBUS,A319-100,VAR,7.0,39,53,KRİTİK,2025,Q3,2025-Q3,4,1,0
PN-100080,79,OIL,AIRBUS,A319-100,VAR,7.0,39,53,KRİTİK,2025,Q4,2025-Q4,2,2,1
PN-100081,32,LANDING GEAR,BOEING,737 MAX 8,YOK,,69,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,6,4,0
PN-100081,32,LANDING GEAR,BOEING,737 MAX 8,YOK,,69,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,7,1,1
PN-100081,32,LANDING GEAR,BOEING,737 MAX 8,YOK,,69,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,3,0
PN-100081,32,LANDING GEAR,BOEING,737 MAX 8,YOK,,69,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,2,0
PN-100082,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,10.0,45,25,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,2,2
PN-100082,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,10.0,45,25,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,2,1
PN-100082,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,10.0,45,25,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-100082,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,10.0,45,25,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,1,0
PN-100083,74,IGNITION,AIRBUS,A320neo,YOK,,54,14,KRİTİK,2025,Q1,2025-Q1,1,0,0
PN-100083,74,IGNITION,AIRBUS,A320neo,YOK,,54,14,KRİTİK,2025,Q2,2025-Q2,2,0,0
PN-100083,74,IGNITION,AIRBUS,A320neo,YOK,,54,14,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-100083,74,IGNITION,AIRBUS,A320neo,YOK,,54,14,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100084,52,DOORS,AIRBUS,A319-100,VAR,6.0,57,69,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-100084,52,DOORS,AIRBUS,A319-100,VAR,6.0,57,69,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-100084,52,DOORS,AIRBUS,A319-100,VAR,6.0,57,69,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,1
PN-100084,52,DOORS,AIRBUS,A319-100,VAR,6.0,57,69,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,3,1
PN-100085,71,POWER PLANT,AIRBUS,A321neo,VAR,10.0,51,22,KRİTİK,2025,Q1,2025-Q1,1,2,0
PN-100085,71,POWER PLANT,AIRBUS,A321neo,VAR,10.0,51,22,KRİTİK,2025,Q2,2025-Q2,3,3,0
PN-100085,71,POWER PLANT,AIRBUS,A321neo,VAR,10.0,51,22,KRİTİK,2025,Q3,2025-Q3,2,1,1
PN-100085,71,POWER PLANT,AIRBUS,A321neo,VAR,10.0,51,22,KRİTİK,2025,Q4,2025-Q4,2,1,0
PN-100086,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,9.0,41,64,KRİTİK DEĞİL,2025,Q1,2025-Q1,11,1,0
PN-100086,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,9.0,41,64,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,3,1
PN-100086,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,9.0,41,64,KRİTİK DEĞİL,2025,Q3,2025-Q3,6,4,1
PN-100086,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,9.0,41,64,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,1
PN-100087,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,10.0,35,51,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-100087,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,10.0,35,51,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100087,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,10.0,35,51,KRİTİK,2025,Q3,2025-Q3,1,1,0
PN-100087,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,10.0,35,51,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100088,72,ENGINE,AIRBUS,A321neo,YOK,,45,50,AOG KRİTİK,2025,Q1,2025-Q1,2,2,0
PN-100088,72,ENGINE,AIRBUS,A321neo,YOK,,45,50,AOG KRİTİK,2025,Q2,2025-Q2,4,1,1
PN-100088,72,ENGINE,AIRBUS,A321neo,YOK,,45,50,AOG KRİTİK,2025,Q3,2025-Q3,2,2,1
PN-100088,72,ENGINE,AIRBUS,A321neo,YOK,,45,50,AOG KRİTİK,2025,Q4,2025-Q4,4,4,0
PN-100089,74,IGNITION,AIRBUS,A321neo,YOK,,35,36,KRİTİK DEĞİL,2025,Q1,2025-Q1,18,5,11
PN-100089,74,IGNITION,AIRBUS,A321neo,YOK,,35,36,KRİTİK DEĞİL,2025,Q2,2025-Q2,21,11,4
PN-100089,74,IGNITION,AIRBUS,A321neo,YOK,,35,36,KRİTİK DEĞİL,2025,Q3,2025-Q3,21,14,2
PN-100089,74,IGNITION,AIRBUS,A321neo,YOK,,35,36,KRİTİK DEĞİL,2025,Q4,2025-Q4,18,8,8
PN-100090,32,LANDING GEAR,BOEING,737-900ER,VAR,10.0,71,25,KRİTİK,2025,Q1,2025-Q1,4,3,0
PN-100090,32,LANDING GEAR,BOEING,737-900ER,VAR,10.0,71,25,KRİTİK,2025,Q2,2025-Q2,3,3,1
PN-100090,32,LANDING GEAR,BOEING,737-900ER,VAR,10.0,71,25,KRİTİK,2025,Q3,2025-Q3,3,2,1
PN-100090,32,LANDING GEAR,BOEING,737-900ER,VAR,10.0,71,25,KRİTİK,2025,Q4,2025-Q4,1,2,0
PN-100091,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,,46,84,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100091,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,,46,84,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100091,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,,46,84,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100091,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,,46,84,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-100092,74,IGNITION,BOEING,737-800,YOK,,40,25,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-100092,74,IGNITION,BOEING,737-800,YOK,,40,25,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-100092,74,IGNITION,BOEING,737-800,YOK,,40,25,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-100092,74,IGNITION,BOEING,737-800,YOK,,40,25,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-100093,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,10.0,28,55,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-100093,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,10.0,28,55,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100093,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,10.0,28,55,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-100093,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,10.0,28,55,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-100094,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,13.0,61,25,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-100094,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,13.0,61,25,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-100094,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,13.0,61,25,KRİTİK,2025,Q3,2025-Q3,4,0,1
PN-100094,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,13.0,61,25,KRİTİK,2025,Q4,2025-Q4,3,0,2
PN-100095,28,FUEL,BOEING,777-300ER,VAR,7.0,31,17,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-100095,28,FUEL,BOEING,777-300ER,VAR,7.0,31,17,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,3,1
PN-100095,28,FUEL,BOEING,777-300ER,VAR,7.0,31,17,KRİTİK DEĞİL,2025,Q3,2025-Q3,8,3,1
PN-100095,28,FUEL,BOEING,777-300ER,VAR,7.0,31,17,KRİTİK DEĞİL,2025,Q4,2025-Q4,5,2,1
PN-100096,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,,38,97,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-100096,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,,38,97,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-100096,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,,38,97,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-100096,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,,38,97,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,1,0
PN-100097,56,WINDOWS,AIRBUS,A321neo,YOK,,58,21,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,0,1
